INDEX,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
8686,0,0,45.0,0,8.0,57365.0,No,226671.0,z_No,M,Bachelors,Professional,17,Commercial,17160.0,3,Van,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
8689,0,1,43.0,2,10.0,155446.0,Yes,0.0,z_No,z_F,PhD,Manager,8,Private,21340.0,6,Minivan,no,0.0,0,Yes,0,15.0,Highly Urban/ Urban
8691,0,0,50.0,0,13.0,176648.0,No,461706.0,Yes,M,PhD,z_Blue Collar,28,Commercial,33130.0,6,Panel Truck,no,0.0,0,No,3,8.0,Highly Urban/ Urban
8692,0,0,46.0,0,12.0,102271.0,No,298214.0,z_No,M,Masters,Lawyer,5,Private,16330.0,1,Minivan,yes,0.0,0,Yes,2,22.0,Highly Urban/ Urban
8693,1,0,60.0,0,16.0,3103.0,No,114402.0,Yes,z_F,z_High School,Home Maker,34,Private,14560.0,1,z_SUV,no,25947.0,1,Yes,3,9.0,Highly Urban/ Urban
8694,1,0,26.0,1,15.0,157649.0,No,362484.0,Yes,M,Masters,z_Blue Collar,35,Private,4100.0,7,Minivan,yes,4364.0,5,No,3,17.0,Highly Urban/ Urban
8695,0,0,38.0,2,13.0,136645.0,Yes,0.0,z_No,z_F,Masters,Lawyer,56,Private,23710.0,1,Minivan,no,0.0,0,No,0,10.0,Highly Urban/ Urban
8696,0,0,44.0,1,12.0,64586.0,No,198774.0,Yes,M,Bachelors,Professional,24,Private,11180.0,10,Minivan,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
8697,0,0,43.0,3,8.0,69129.0,No,199182.0,Yes,z_F,z_High School,z_Blue Collar,55,Private,15020.0,3,z_SUV,no,8884.0,1,No,5,8.32832309502026,Highly Urban/ Urban
8698,1,0,52.0,0,0.0,0.0,No,131093.0,Yes,z_F,<High School,Home Maker,22,Private,1500.0,1,z_SUV,no,6997.0,3,No,0,5.0,Highly Urban/ Urban
8699,0,0,33.0,1,12.0,58086.0,No,192350.0,Yes,z_F,Masters,Manager,13,Private,10820.0,1,z_SUV,no,0.0,0,No,0,13.0,Highly Urban/ Urban
8700,0,0,41.0,0,15.0,38601.0,No,151038.0,Yes,M,z_High School,z_Blue Collar,17,Private,14130.0,6,Minivan,yes,0.0,0,No,0,7.0,Highly Urban/ Urban
8701,1,0,50.0,0,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,27,Private,1500.0,1,Sports Car,no,10709.0,3,No,6,7.0,Highly Urban/ Urban
8702,0,0,44.0,0,12.0,51279.0,No,200803.0,Yes,M,<High School,z_Blue Collar,52,Private,21400.0,4,Van,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
8703,1,0,25.0,4,0.0,0.0,No,86545.0,Yes,z_F,<High School,Home Maker,17,Private,17350.0,6,z_SUV,no,1430.0,2,No,7,5.0,Highly Urban/ Urban
8704,1,0,47.0,0,9.0,54841.0,No,209723.0,Yes,z_F,z_High School,z_Blue Collar,40,Commercial,17650.0,3,z_SUV,no,0.0,0,No,3,1.0,Highly Urban/ Urban
8705,1,0,46.0,0,7.0,39393.0,No,176823.0,z_No,M,Bachelors,z_Blue Collar,8,Commercial,10040.0,11,Pickup,yes,0.0,0,Yes,0,7.0,Highly Urban/ Urban
8706,0,0,29.0,3,17.0,51529.0,No,177583.0,Yes,z_F,Bachelors,Professional,30,Private,9550.0,3,z_SUV,no,8589.0,3,No,3,13.0,Highly Urban/ Urban
8707,0,0,43.0,2,14.0,17026.0,No,146136.0,Yes,M,<High School,Clerical,27,Commercial,7500.0,1,Pickup,no,7888.0,2,No,0,5.0,Highly Urban/ Urban
8708,0,0,40.0,4,11.0,75978.0,Yes,267066.0,z_No,z_F,Masters,Lawyer,67,Private,30080.0,6,Sports Car,no,0.0,0,Yes,2,14.0,Highly Urban/ Urban
8709,0,0,39.0,0,8.0,115182.0,No,312887.0,Yes,M,z_High School,Professional,25,Commercial,5400.0,1,Pickup,no,0.0,0,No,1,5.0,Highly Urban/ Urban
8710,1,0,32.0,3,8.0,61898.0946086055,No,108287.0,Yes,M,z_High School,z_Blue Collar,5,Commercial,8450.0,6,Pickup,no,0.0,0,No,1,1.0,Highly Urban/ Urban
8711,0,0,42.0,0,6.0,48834.0,No,194280.0,Yes,M,z_High School,Clerical,37,Private,12720.0,14,Minivan,yes,0.0,0,No,0,1.0,z_Highly Rural/ Rural
8713,0,0,47.0,0,13.0,171348.0,No,414733.0,Yes,z_F,Masters,Professional,50,Commercial,37170.0,6,Van,no,0.0,0,No,1,15.0,z_Highly Rural/ Rural
8714,0,0,40.0,2,13.0,3169.0,Yes,0.0,z_No,z_F,z_High School,Student,44,Commercial,5820.0,9,z_SUV,no,4306.0,3,No,7,7.0,Highly Urban/ Urban
8715,0,2,39.0,2,10.0,30993.0,No,154867.2897232688,Yes,M,z_High School,z_Blue Collar,34,Commercial,13940.0,3,Minivan,yes,6743.0,2,No,2,9.0,Highly Urban/ Urban
8716,0,0,48.0,0,10.0,39213.0,No,180671.0,Yes,M,z_High School,z_Blue Collar,18,Commercial,23340.0,13,Panel Truck,no,979.0,1,No,0,1.0,Highly Urban/ Urban
8718,0,0,40.0,0,11.0,32060.0,No,154867.2897232688,z_No,z_F,<High School,Clerical,57,Private,8710.0,10,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
8719,0,0,43.0,2,15.0,46168.0,No,187933.0,Yes,z_F,Bachelors,z_Blue Collar,48,Commercial,10420.0,1,Minivan,no,41971.0,1,No,0,12.0,Highly Urban/ Urban
8720,0,0,39.0,0,0.0,0.0,No,99587.0,z_No,z_F,Bachelors,Home Maker,103,Private,5400.0,1,z_SUV,no,0.0,0,No,0,13.0,z_Highly Rural/ Rural
8721,0,0,34.0,5,15.0,28088.0,No,121722.0,Yes,z_F,<High School,Home Maker,46,Private,14420.0,6,z_SUV,no,0.0,0,No,2,1.0,z_Highly Rural/ Rural
8722,0,0,55.0,0,14.0,207044.0,No,498027.0,z_No,z_F,PhD,Doctor,30,Private,22620.0,1,z_SUV,no,0.0,0,Yes,4,16.0,Highly Urban/ Urban
8723,0,0,45.0,2,9.0,61898.0946086055,Yes,0.0,z_No,M,Bachelors,Manager,13,Commercial,8810.0,6,Pickup,yes,1055.0,3,No,1,1.0,Highly Urban/ Urban
8724,1,0,50.0,0,0.0,0.0,No,55078.0,Yes,z_F,PhD,Home Maker,27,Private,2590.0,1,Sports Car,no,5559.0,1,No,1,9.0,Highly Urban/ Urban
8725,0,0,50.0,0,9.0,46680.0,No,186705.0,Yes,M,<High School,Clerical,20,Commercial,18440.0,6,Van,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural
8726,0,0,66.0,0,13.0,61473.0,No,248544.0,Yes,M,Bachelors,Manager,33,Private,24100.0,4,z_SUV,yes,0.0,0,No,0,9.0,Highly Urban/ Urban
8727,0,1,40.0,1,11.0,71281.0,No,208393.0,Yes,M,Bachelors,z_Blue Collar,43,Commercial,11180.0,1,Pickup,no,0.0,0,No,1,9.0,z_Highly Rural/ Rural
8728,1,0,58.0,0,15.0,43393.0,No,157054.0,Yes,z_F,z_High School,z_Blue Collar,45,Commercial,28690.0,10,Pickup,no,11068.0,3,No,0,8.32832309502026,Highly Urban/ Urban
8729,0,0,45.0,0,14.0,41492.0,No,198232.0,Yes,z_F,<High School,Clerical,27,Private,17670.0,10,Pickup,no,0.0,0,No,0,8.0,z_Highly Rural/ Rural
8731,0,0,46.0,0,11.0,142852.0,No,387756.0,z_No,M,Bachelors,Professional,15,Private,26090.0,1,Minivan,yes,2934.0,4,No,1,9.0,Highly Urban/ Urban
8732,1,1,57.0,2,16.0,193618.0,No,474628.0,Yes,z_F,PhD,Doctor,53,Private,41440.0,1,Pickup,no,1277.0,3,No,3,13.0,Highly Urban/ Urban
8733,0,0,48.0,0,16.0,35343.0,No,193912.0,Yes,M,z_High School,z_Blue Collar,8,Commercial,13520.0,7,Minivan,yes,0.0,0,No,1,1.0,Highly Urban/ Urban
8734,1,1,46.0,0,11.0,34208.0,No,160959.0,Yes,M,z_High School,Clerical,35,Commercial,9090.0,3,z_SUV,no,6583.0,2,No,2,1.0,z_Highly Rural/ Rural
8735,0,0,37.0,2,10.0,80576.0,Yes,245635.0,z_No,M,Bachelors,Clerical,35,Commercial,11140.0,9,Pickup,yes,0.0,0,No,0,9.0,z_Highly Rural/ Rural
8736,0,0,52.0,0,10.499286363046581,45180.0,No,248185.0,Yes,M,Bachelors,Professional,39,Private,11220.0,8,Pickup,no,0.0,0,No,0,14.0,Highly Urban/ Urban
8737,0,0,43.0,3,15.0,220895.0,No,547820.0,Yes,M,PhD,z_Blue Collar,33,Commercial,34800.0,1,Panel Truck,no,0.0,0,No,4,12.0,Highly Urban/ Urban
8738,0,0,30.0,3,13.0,118112.0,No,339955.0,Yes,z_F,Bachelors,Manager,58,Commercial,21550.0,14,Minivan,no,0.0,0,No,1,12.0,Highly Urban/ Urban
8740,0,0,49.0,0,12.0,54691.0,No,198100.0,z_No,z_F,Masters,z_Blue Collar,73,Commercial,30780.0,15,Pickup,no,795.0,3,No,2,16.0,Highly Urban/ Urban
8741,0,0,56.0,0,13.0,134448.0,No,154867.2897232688,Yes,z_F,Masters,Lawyer,37,Private,28300.0,6,z_SUV,no,0.0,0,No,0,7.0,Highly Urban/ Urban
8742,1,0,30.0,1,10.0,39710.0,No,173759.0,Yes,M,z_High School,z_Blue Collar,32,Commercial,21920.0,4,Van,no,0.0,0,No,0,10.0,Highly Urban/ Urban
8743,0,0,43.0,0,11.0,68044.0,No,0.0,z_No,M,Masters,Manager,8,Commercial,31080.0,4,Panel Truck,yes,0.0,0,No,1,13.0,Highly Urban/ Urban
8745,0,0,49.0,0,0.0,32514.0,No,117961.0,Yes,M,z_High School,Clerical,38,Private,15930.0,1,Minivan,yes,1116.0,3,No,2,8.0,Highly Urban/ Urban
8746,0,0,36.0,0,3.0,17884.0,No,114530.0,Yes,M,<High School,z_Blue Collar,37,Private,9360.0,7,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
8749,0,0,52.0,0,12.0,52223.0,No,226451.0,Yes,M,z_High School,z_Blue Collar,42,Commercial,16540.0,10,Van,no,0.0,0,No,2,10.0,z_Highly Rural/ Rural
8750,0,0,48.0,0,8.0,309628.0,No,0.0,z_No,M,PhD,Manager,33,Commercial,6300.0,1,Pickup,yes,1953.0,3,No,1,13.0,Highly Urban/ Urban
8752,0,0,46.0,0,11.0,109084.0,No,257476.0,z_No,z_F,Bachelors,Professional,31,Private,30930.0,1,Minivan,no,0.0,0,Yes,2,11.0,Highly Urban/ Urban
8753,0,0,52.0,0,7.0,56626.0,No,192493.0,Yes,M,Bachelors,z_Blue Collar,62,Commercial,21920.0,3,Minivan,no,0.0,0,No,0,1.0,Highly Urban/ Urban
8754,0,0,63.0,0,15.0,47276.0,No,203372.0,Yes,M,Masters,Lawyer,66,Private,20370.0,1,Minivan,yes,5721.0,3,No,5,5.0,Highly Urban/ Urban
8755,0,0,51.0,0,11.0,103374.0,No,298213.0,Yes,M,PhD,z_Blue Collar,47,Commercial,12040.0,17,Pickup,no,4938.0,1,No,0,16.0,Highly Urban/ Urban
8756,0,0,56.0,0,11.0,70341.0,No,248361.0,Yes,M,PhD,z_Blue Collar,26,Commercial,69740.0,1,Panel Truck,yes,0.0,0,No,0,15.0,Highly Urban/ Urban
8757,0,0,39.0,2,15.0,26737.0,No,153572.0,Yes,M,<High School,Clerical,22,Private,15340.0,1,Minivan,yes,0.0,0,No,1,6.0,z_Highly Rural/ Rural
8759,0,0,40.0,0,7.0,38589.0,No,130713.0,z_No,M,z_High School,z_Blue Collar,17,Commercial,30570.0,6,Panel Truck,yes,1000.0,1,No,3,1.0,Highly Urban/ Urban
8760,0,0,45.0,2,13.0,136408.0,Yes,0.0,z_No,z_F,PhD,z_Blue Collar,26,Commercial,39900.0,6,Van,no,0.0,0,No,2,17.0,Highly Urban/ Urban
8762,0,0,55.0,0,12.0,64727.0,No,257070.0,z_No,M,Bachelors,Professional,35,Commercial,25590.0,1,Panel Truck,yes,0.0,0,No,0,8.32832309502026,z_Highly Rural/ Rural
8766,0,0,47.0,0,11.0,150684.0,No,424827.0,z_No,z_F,z_High School,z_Blue Collar,28,Commercial,28890.0,6,Sports Car,no,0.0,0,No,2,7.0,Highly Urban/ Urban
8767,0,0,38.0,0,12.0,26917.0,No,153466.0,Yes,z_F,<High School,Clerical,18,Commercial,12660.0,1,z_SUV,no,0.0,0,No,1,5.0,Highly Urban/ Urban
8768,0,0,39.0,2,12.0,34623.0,No,120548.0,Yes,M,z_High School,Professional,18,Private,4960.0,10,Pickup,yes,0.0,0,No,3,1.0,Highly Urban/ Urban
8769,0,0,53.0,0,11.0,42478.0,No,160747.0,Yes,z_F,Bachelors,Professional,17,Commercial,27060.0,6,Pickup,no,15315.0,2,Yes,4,11.0,Highly Urban/ Urban
8770,0,0,48.0,0,7.0,57906.0,No,191014.0,Yes,M,z_High School,z_Blue Collar,39,Commercial,12090.0,6,Pickup,yes,0.0,0,No,1,1.0,z_Highly Rural/ Rural
8771,0,0,56.0,0,10.0,143904.0,No,328673.0,Yes,M,Masters,z_Blue Collar,21,Commercial,25100.0,1,Panel Truck,yes,0.0,0,No,0,20.0,Highly Urban/ Urban
8772,1,0,47.0,0,12.0,48696.0,No,212014.0,z_No,z_F,Bachelors,Professional,46,Private,15390.0,4,Pickup,no,33521.0,3,Yes,1,-3.0,Highly Urban/ Urban
8774,1,1,45.0,2,17.0,111268.0,No,288071.0,Yes,z_F,Masters,Lawyer,46,Private,21680.0,4,Minivan,no,10366.0,3,Yes,3,10.0,Highly Urban/ Urban
8775,0,1,39.0,2,10.0,13317.0,No,100772.0,Yes,M,<High School,Clerical,39,Private,9160.0,7,Pickup,yes,0.0,0,No,1,1.0,Highly Urban/ Urban
8776,0,0,57.0,0,7.0,113038.0,No,283423.0,Yes,M,z_High School,z_Blue Collar,5,Commercial,18970.0,1,Van,yes,0.0,0,No,2,5.0,Highly Urban/ Urban
8777,0,0,39.0,1,8.0,70153.0,Yes,214644.0,z_No,z_F,Bachelors,Professional,13,Private,30840.0,1,Minivan,no,0.0,0,No,0,14.0,Highly Urban/ Urban
8778,0,0,52.0,0,11.0,87751.0,No,236742.0,Yes,z_F,Masters,Manager,19,Private,18760.0,4,Minivan,no,0.0,0,No,2,17.0,Highly Urban/ Urban
8779,1,0,28.0,3,13.0,43910.0,No,179794.0,Yes,M,<High School,Clerical,35,Commercial,27240.0,1,Panel Truck,no,3460.0,2,No,0,7.0,Highly Urban/ Urban
8783,0,0,53.0,0,12.0,44235.0,No,154867.2897232688,z_No,M,PhD,Doctor,19,Private,5920.0,4,Pickup,yes,0.0,0,No,0,17.0,Highly Urban/ Urban
8784,1,0,27.0,2,8.0,16571.0,Yes,0.0,z_No,z_F,<High School,Clerical,5,Private,13890.0,4,Sports Car,no,6465.0,3,No,1,8.32832309502026,Highly Urban/ Urban
8787,0,0,47.0,0,11.0,61898.0946086055,No,180809.0,Yes,z_F,z_High School,z_Blue Collar,77,Commercial,17240.0,10,Sports Car,no,0.0,0,No,3,8.0,z_Highly Rural/ Rural
8788,0,0,37.0,0,11.0,43711.0,No,0.0,z_No,M,z_High School,Professional,8,Commercial,24660.0,7,Panel Truck,yes,1511.0,3,No,4,10.0,Highly Urban/ Urban
8789,0,0,40.0,0,12.0,37076.0,No,0.0,z_No,z_F,<High School,Home Maker,42,Private,31430.0,7,Minivan,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural
8790,0,0,48.0,0,10.499286363046581,53628.0,No,166295.0,Yes,M,z_High School,Manager,5,Private,13060.0,9,Minivan,no,0.0,0,No,0,7.0,Highly Urban/ Urban
8791,1,0,37.0,2,12.0,16829.0,No,150388.0,Yes,M,<High School,Clerical,30,Commercial,23830.0,3,Panel Truck,no,0.0,0,Yes,0,1.0,Highly Urban/ Urban
8792,0,0,56.0,0,0.0,0.0,No,83118.0,Yes,z_F,z_High School,Home Maker,43,Private,9540.0,1,Sports Car,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural
8793,0,0,56.0,0,6.0,65291.0,No,227016.0,Yes,M,Masters,Lawyer,40,Private,8030.0,4,Pickup,yes,0.0,0,No,2,12.0,Highly Urban/ Urban
8794,0,0,45.0,3,9.0,29805.0,No,179666.0,Yes,M,<High School,Clerical,23,Private,16080.0,6,Minivan,yes,683.0,3,No,7,1.0,Highly Urban/ Urban
8795,0,0,66.0,0,10.499286363046581,72781.0,No,220801.0,Yes,M,Bachelors,Manager,41,Private,31770.0,1,Minivan,yes,4259.0,1,No,2,1.0,Highly Urban/ Urban
8796,1,1,37.0,2,12.0,77.0,No,77025.0,Yes,z_F,<High School,Student,24,Private,8620.0,1,z_SUV,no,5289.0,2,No,5,1.0,Highly Urban/ Urban
8798,0,2,37.0,2,9.0,58571.0,Yes,0.0,z_No,M,Bachelors,z_Blue Collar,29,Commercial,7360.0,1,Pickup,no,0.0,0,No,3,13.0,Highly Urban/ Urban
8800,0,0,43.0,1,12.0,164733.0,Yes,0.0,z_No,z_F,PhD,Lawyer,19,Private,26070.0,4,Minivan,no,0.0,0,No,0,13.0,Highly Urban/ Urban
8801,0,0,48.0,0,9.0,45371.0,No,173920.0,z_No,M,Bachelors,Professional,42,Private,10840.0,6,Pickup,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
8802,0,0,41.0,0,11.0,84766.0,No,272923.0,Yes,M,Masters,z_Blue Collar,29,Commercial,30840.0,1,Panel Truck,yes,3487.0,2,No,7,18.0,z_Highly Rural/ Rural
8803,1,0,58.0,0,14.0,56858.0,No,201989.0,z_No,M,Bachelors,z_Blue Collar,17,Commercial,17480.0,4,Van,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural
8804,0,0,52.0,0,10.499286363046581,106942.0,No,0.0,z_No,z_F,PhD,Lawyer,30,Private,17390.0,10,z_SUV,no,0.0,0,No,2,15.0,z_Highly Rural/ Rural
8805,0,0,44.0,0,11.0,91668.0,No,283487.0,Yes,z_F,z_High School,Professional,21,Private,15960.0,6,z_SUV,no,0.0,0,No,2,8.0,Highly Urban/ Urban
8806,0,2,41.0,3,10.0,39320.0,Yes,0.0,z_No,M,z_High School,Professional,34,Commercial,22670.0,1,Panel Truck,no,0.0,0,No,0,1.0,Highly Urban/ Urban
8808,0,0,38.0,0,12.0,33489.0,No,148212.0,Yes,z_F,z_High School,z_Blue Collar,19,Commercial,24910.0,1,Minivan,no,2461.0,1,No,0,1.0,Highly Urban/ Urban
8809,1,2,44.0,3,13.0,18154.0,No,108984.0,Yes,M,<High School,z_Blue Collar,77,Private,8330.0,6,Pickup,yes,3401.0,2,No,2,1.0,Highly Urban/ Urban
8810,0,0,29.0,4,0.0,0.0,Yes,0.0,z_No,z_F,<High School,Student,24,Private,7180.0,7,z_SUV,no,1855.0,1,No,3,7.0,Highly Urban/ Urban
8811,0,0,34.0,3,7.0,30337.0,No,0.0,Yes,z_F,<High School,Student,45,Private,7930.0,1,z_SUV,no,0.0,0,No,0,8.0,Highly Urban/ Urban
8812,1,0,27.0,2,10.0,17686.0,No,136423.0,Yes,z_F,<High School,Clerical,60,Private,10050.0,10,Minivan,no,5433.0,3,No,0,1.0,Highly Urban/ Urban
8813,1,0,47.0,0,13.0,61214.0,No,219101.0,Yes,M,Bachelors,z_Blue Collar,53,Commercial,18180.0,7,Van,yes,4723.0,2,No,0,7.0,Highly Urban/ Urban
8814,0,0,42.0,0,12.0,38944.0,No,146952.0,Yes,z_F,z_High School,Manager,36,Private,12580.0,1,Minivan,no,0.0,0,No,0,7.0,Highly Urban/ Urban
8815,0,0,49.0,0,11.0,65659.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,40,Private,12880.0,1,Minivan,no,763.0,2,No,5,13.0,Highly Urban/ Urban
8818,0,0,52.0,0,3.0,229365.0,No,531301.0,Yes,M,PhD,Doctor,25,Private,33810.0,1,Minivan,yes,0.0,0,No,1,16.0,Highly Urban/ Urban
8819,0,3,47.0,0,10.499286363046581,30835.0,No,141710.0,Yes,M,<High School,z_Blue Collar,15,Private,6000.0,1,z_SUV,no,0.0,0,No,1,1.0,Highly Urban/ Urban
8820,0,0,48.0,0,12.0,88661.0,No,292894.0,Yes,M,Bachelors,z_Blue Collar,17,Commercial,20730.0,3,Van,yes,0.0,0,No,1,5.0,Highly Urban/ Urban
8821,1,0,44.0,0,9.0,79664.0,No,0.0,z_No,z_F,Bachelors,Professional,25,Private,6220.0,4,Sports Car,no,0.0,0,No,1,1.0,Highly Urban/ Urban
8822,0,0,33.0,0,12.0,79726.0,No,223536.0,Yes,z_F,Masters,Professional,63,Private,18960.0,1,Minivan,no,27679.0,1,Yes,5,11.0,Highly Urban/ Urban
8823,0,2,36.0,4,8.0,84097.0,No,261399.0,Yes,z_F,Bachelors,z_Blue Collar,17,Commercial,14400.0,3,z_SUV,no,29265.0,3,No,8,7.0,Highly Urban/ Urban
8824,0,0,47.0,0,10.0,61898.0946086055,No,123396.0,z_No,z_F,Masters,Lawyer,42,Private,6200.0,10,z_SUV,no,5120.0,1,No,0,12.0,Highly Urban/ Urban
8825,0,0,45.0,0,13.0,278656.0,No,154867.2897232688,z_No,M,PhD,Doctor,32,Private,31310.0,7,Minivan,yes,0.0,0,No,0,16.0,Highly Urban/ Urban
8827,0,1,44.0,3,14.0,40819.0,No,194339.0,Yes,z_F,z_High School,z_Blue Collar,15,Commercial,9980.0,4,z_SUV,no,0.0,0,No,0,12.0,Highly Urban/ Urban
8828,0,1,38.0,2,15.0,40342.0,No,189439.0,Yes,z_F,Bachelors,Clerical,5,Private,19940.0,16,Sports Car,no,0.0,0,No,0,14.0,z_Highly Rural/ Rural
8829,1,0,35.0,0,8.0,61486.0,No,190316.0,z_No,z_F,Masters,Lawyer,14,Private,5000.0,6,z_SUV,no,0.0,0,No,3,8.32832309502026,Highly Urban/ Urban
8830,0,0,46.0,0,12.0,33870.0,No,164424.0,Yes,M,z_High School,z_Blue Collar,38,Commercial,10220.0,6,Minivan,yes,1868.0,1,No,0,1.0,Highly Urban/ Urban
8831,0,0,34.0,0,8.0,102728.0,No,310619.0,z_No,M,Bachelors,Manager,22,Private,5980.0,4,Pickup,yes,6033.0,3,No,2,7.0,Highly Urban/ Urban
8832,0,0,51.0,0,7.0,66587.0,No,180750.0,z_No,z_F,Bachelors,Manager,31,Private,27240.0,10,Sports Car,no,0.0,0,No,0,10.0,Highly Urban/ Urban
8836,0,0,59.0,0,11.0,71226.0,No,252722.0,Yes,M,Bachelors,Professional,10,Private,13490.0,1,Minivan,yes,9287.0,3,No,5,11.0,Highly Urban/ Urban
8837,0,0,36.0,0,7.0,19443.0,No,154867.2897232688,z_No,M,z_High School,Clerical,36,Commercial,10660.0,10,Pickup,no,0.0,0,No,0,1.0,Highly Urban/ Urban
8838,0,0,29.0,3,13.0,58773.0,No,192117.0,Yes,M,z_High School,Clerical,36,Private,10730.0,1,Minivan,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
8839,0,0,51.0,0,7.0,53264.0,No,0.0,z_No,z_F,Bachelors,Manager,9,Private,18500.0,4,z_SUV,no,5562.0,1,No,2,5.0,Highly Urban/ Urban
8841,0,0,54.0,0,13.0,73561.0,No,252879.0,Yes,z_F,Bachelors,Professional,33,Private,14260.0,15,Pickup,no,0.0,0,No,3,13.0,Highly Urban/ Urban
8842,1,0,41.0,2,13.0,67216.0,No,154867.2897232688,Yes,z_F,Bachelors,z_Blue Collar,39,Commercial,27240.0,4,Sports Car,no,7776.0,2,No,8,8.32832309502026,Highly Urban/ Urban
8844,0,0,42.0,0,13.0,61898.0946086055,No,276313.0,Yes,M,<High School,z_Blue Collar,7,Private,39420.0,4,Minivan,no,0.0,0,No,2,1.0,z_Highly Rural/ Rural
8845,1,0,50.0,0,14.0,31436.0,No,0.0,z_No,z_F,z_High School,Clerical,33,Private,4680.0,4,z_SUV,no,6909.0,4,No,3,1.0,z_Highly Rural/ Rural
8846,0,0,42.0,0,7.0,50058.0,No,0.0,z_No,z_F,PhD,Doctor,12,Private,10710.0,6,z_SUV,no,7488.0,1,No,5,18.0,Highly Urban/ Urban
8847,0,0,33.0,4,12.0,57492.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,5,Private,4800.0,9,z_SUV,no,0.0,0,No,1,8.32832309502026,Highly Urban/ Urban
8848,0,0,46.0,0,7.0,165373.0,No,0.0,z_No,M,Masters,z_Blue Collar,32,Commercial,18040.0,1,Van,yes,1088.0,2,No,0,20.0,Highly Urban/ Urban
8850,0,0,34.0,3,7.0,63367.0,No,167276.0,Yes,M,Masters,Manager,34,Private,11240.0,13,Pickup,no,0.0,0,No,3,21.0,Highly Urban/ Urban
8851,1,0,40.0,0,11.0,43386.0,No,132248.0,z_No,z_F,Bachelors,Manager,20,Private,21880.0,10,z_SUV,no,702.0,3,No,1,7.0,Highly Urban/ Urban
8852,0,0,48.0,0,11.0,76581.0,No,239130.0,z_No,z_F,Bachelors,z_Blue Collar,41,Private,21030.0,6,Pickup,no,0.0,0,No,0,10.0,Highly Urban/ Urban
8853,0,0,55.0,0,13.0,145860.0,No,410029.0,Yes,M,Masters,Manager,18,Commercial,40420.0,1,Panel Truck,no,0.0,0,No,0,17.0,Highly Urban/ Urban
8854,0,0,43.0,0,12.0,115221.0,No,308209.0,Yes,z_F,Masters,Lawyer,36,Private,5800.0,15,Sports Car,no,0.0,0,No,5,8.32832309502026,Highly Urban/ Urban
8856,0,0,35.0,1,9.0,13865.0,Yes,0.0,z_No,M,<High School,Student,6,Commercial,24620.0,6,Panel Truck,yes,52507.0,2,No,0,5.0,Highly Urban/ Urban
8857,1,0,43.0,2,11.0,61898.0946086055,Yes,154867.2897232688,z_No,M,<High School,Clerical,29,Commercial,7750.0,10,Pickup,no,2741.0,2,No,6,1.0,Highly Urban/ Urban
8858,1,0,36.0,2,10.0,34057.0,No,204508.0,Yes,M,<High School,z_Blue Collar,38,Commercial,6210.0,4,Pickup,yes,7098.0,3,No,6,7.0,z_Highly Rural/ Rural
8859,0,0,57.0,2,16.0,71518.0,Yes,0.0,z_No,M,Masters,Manager,35,Commercial,7000.0,4,Pickup,yes,0.0,0,No,0,13.0,Highly Urban/ Urban
8860,1,0,53.0,2,10.499286363046581,119273.0,No,321164.0,Yes,z_F,PhD,z_Blue Collar,18,Commercial,40880.0,1,Panel Truck,no,0.0,0,No,1,23.0,Highly Urban/ Urban
8863,0,0,37.0,0,8.0,61898.0946086055,No,0.0,z_No,z_F,<High School,Clerical,57,Private,17110.0,7,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural
8864,1,0,35.0,2,14.0,4290.0,No,0.0,Yes,M,<High School,Student,35,Commercial,5430.0,1,Pickup,yes,6570.0,2,No,6,1.0,Highly Urban/ Urban
8866,0,0,64.0,0,11.0,76552.0,No,229237.0,Yes,z_F,Masters,Lawyer,26,Private,15560.0,16,Sports Car,no,0.0,0,No,0,9.0,Highly Urban/ Urban
8867,0,0,55.0,0,14.0,50492.0,No,226015.0,z_No,z_F,z_High School,Professional,17,Private,22770.0,11,Minivan,no,0.0,0,No,0,1.0,Highly Urban/ Urban
8869,0,0,54.0,0,8.0,49256.0,No,170816.0,z_No,M,Bachelors,Manager,35,Private,11830.0,13,Minivan,yes,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
